user_id,recommendations,recommended_categories,purchased_products,purchased_categories,precision@k
658,"[184, 6136, 3337, 7693, 4439]","['Kitchen', 'Audio', 'Food', 'Smart Home']","[8, 2, 15, 2, 8, 5, 6, 6, 9]","['Kitchen', 'Audio', 'Food', 'Smart Home']",0.95
659,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
663,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
669,"[176, 184, 7693, 9921, 3455]",['Kitchen'],"[2, 2]",['Kitchen'],1.0
671,"[130, 6136, 3160, 7693, 3337]","['Kitchen', 'Electronics', 'Food', 'Smart Home']","[3, 4, 13, 9, 13, 3, 5, 8, 15, 2]","['Electronics', 'Smart Home', 'Kitchen', 'Food', 'Audio']",0.95
681,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
686,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
691,"[6136, 7693, 4439, 7215, 9921]","['Kitchen', 'Audio', 'Food']","[9, 5, 4, 7]","['Kitchen', 'Audio', 'Food']",0.95
692,"[159, 193, 124, 129, 6136]","['Electronics', 'Smart Home', 'Food']","[6, 7, 9, 8, 5, 3, 1, 6, 8, 13]","['Electronics', 'Toys', 'Smart Home', 'Food', 'Audio']",0.95
694,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
696,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
697,"[6136, 4372, 813, 7693, 7215]","['Fitness', 'Kitchen', 'Food', 'Toys']","[6, 1, 11, 6, 7, 15, 3, 2, 11, 7]","['Fitness', 'Kitchen', 'Food', 'Toys']",0.95
698,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
699,"[130, 184, 6136, 7693, 7215]","['Kitchen', 'Food']","[15, 2, 7, 4, 9]","['Kitchen', 'Food']",0.95
702,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
720,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
721,"[130, 6136, 5369, 4372, 4439]","['Fitness', 'Audio', 'Food', 'Home']","[7, 5, 5, 10, 11, 11, 14, 15, 15, 5]","['Fitness', 'Audio', 'Food', 'Home']",0.95
722,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[9, 8, 4, 10]","['Kitchen', 'Food', 'Smart Home']",0.95
726,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
727,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[9, 2, 8, 7]","['Kitchen', 'Food', 'Smart Home']",0.95
736,"[193, 130, 6136, 3160, 5369]","['Electronics', 'Food', 'Home', 'Smart Home']","[3, 14, 13, 9, 5, 12, 3, 9, 8, 12]","['Electronics', 'Home', 'Smart Home', 'Food', 'Audio']",0.95
737,"[140, 130, 4372, 6136, 7693]","['Fitness', 'Kitchen', 'Food']","[10, 6, 8, 9, 9, 9, 2, 15, 11]","['Fitness', 'Kitchen', 'Food', 'Smart Home']",0.95
740,"[140, 7693, 72, 9921, 3455]",['Kitchen'],[2],['Kitchen'],1.0
746,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[10, 7]",['Food'],0.95
747,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
749,"[193, 6136, 813, 4372, 3337]","['Fitness', 'Food', 'Toys', 'Smart Home']","[12, 8, 11, 5, 1, 16, 5, 15, 11, 8]","['Toys', 'Smart Home', 'Fitness', 'Food', 'Audio']",0.95
750,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
758,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[12, 9, 10, 12, 1, 16, 6, 6, 6, 6]","['Food', 'Toys']",0.95
762,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
764,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
767,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
772,"[140, 193, 6136, 5369, 7693]","['Kitchen', 'Food', 'Home', 'Smart Home']","[2, 7, 2, 3, 15, 8, 14]","['Kitchen', 'Food', 'Home', 'Smart Home']",0.95
777,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
779,"[6136, 3337, 7215, 193, 2277]","['Food', 'Smart Home']","[8, 10]","['Food', 'Smart Home']",0.95
785,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
786,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
789,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
792,"[124, 193, 140, 6136, 813]","['Toys', 'Smart Home', 'Kitchen', 'Food', 'Electronics']","[3, 4, 9, 13, 10, 8, 5, 1, 11]","['Electronics', 'Toys', 'Smart Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
793,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
801,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
803,"[159, 124, 140, 6136, 813]","['Kitchen', 'Electronics', 'Toys', 'Food']","[3, 1, 5, 11, 11, 12, 13, 15, 5, 2]","['Electronics', 'Toys', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
804,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
814,"[140, 6136, 7693, 7215, 9921]","['Kitchen', 'Food']","[3, 3, 2]","['Kitchen', 'Food']",1.0
817,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
819,"[159, 193, 130, 4372, 6136]","['Fitness', 'Electronics', 'Smart Home', 'Food']","[8, 8, 7, 12, 6, 5, 11, 13, 10]","['Electronics', 'Smart Home', 'Fitness', 'Food', 'Audio']",0.95
827,"[159, 124, 6136, 5369, 4372]","['Fitness', 'Electronics', 'Home', 'Food']","[11, 14, 3, 9, 5, 13, 6, 5, 6, 2]","['Electronics', 'Home', 'Fitness', 'Kitchen', 'Food', 'Audio']",0.95
832,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
834,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],"[2, 4]",['Kitchen'],0.95
835,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
844,"[159, 129, 130, 140, 6136]","['Kitchen', 'Electronics', 'Food']","[1, 10, 13, 13, 12, 4, 13, 7, 2]","['Kitchen', 'Electronics', 'Food', 'Toys']",0.95
845,"[140, 6136, 5369, 7693, 7215]","['Kitchen', 'Food', 'Home']","[12, 6, 15, 14, 2, 10, 2]","['Kitchen', 'Food', 'Home']",0.95
847,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 9, 6]",['Food'],0.95
849,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
850,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
854,"[193, 6136, 3337, 813, 4439]","['Audio', 'Food', 'Toys', 'Smart Home']","[1, 3, 8, 12, 9, 12, 10, 5]","['Audio', 'Food', 'Toys', 'Smart Home']",0.95
857,"[124, 129, 140, 6136, 813]","['Kitchen', 'Electronics', 'Toys', 'Food']","[16, 7, 15, 13, 1, 4, 11, 10]","['Toys', 'Fitness', 'Kitchen', 'Food', 'Electronics']",0.95
858,"[6136, 5369, 4372, 813, 4439]","['Toys', 'Home', 'Fitness', 'Food', 'Audio']","[3, 6, 11, 5, 1, 12, 6, 14, 5, 14]","['Toys', 'Home', 'Fitness', 'Food', 'Audio']",0.95
863,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
865,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
870,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
872,"[140, 184, 7693, 813, 9921]","['Kitchen', 'Toys']","[2, 1]","['Kitchen', 'Toys']",1.0
875,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
884,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
893,"[140, 4372, 6136, 7693, 7215]","['Fitness', 'Kitchen', 'Food']","[11, 12, 9, 9, 6, 4, 15, 3]","['Fitness', 'Kitchen', 'Food']",0.95
897,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
904,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
908,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
911,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
912,"[140, 184, 6136, 5369, 7693]","['Kitchen', 'Food', 'Home']","[8, 9, 14, 3, 2, 15, 9, 15, 6, 6]","['Kitchen', 'Food', 'Home', 'Smart Home']",0.95
916,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],1.0
920,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
922,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
924,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],"[4, 4]",['Kitchen'],0.95
925,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
927,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
929,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[4, 10]","['Kitchen', 'Food']",0.95
931,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
932,"[6136, 4439, 7215, 8479, 2277]","['Audio', 'Food']","[5, 7, 3, 6]","['Audio', 'Food']",0.95
933,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
934,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
942,"[7693, 813, 9921, 4727, 3455]","['Kitchen', 'Toys']","[1, 2]","['Kitchen', 'Toys']",1.0
943,"[140, 7693, 72, 9921, 3455]",['Kitchen'],[2],['Kitchen'],1.0
953,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
957,"[6136, 4439, 7215, 8479, 2277]","['Audio', 'Food']","[5, 10, 9]","['Audio', 'Food']",0.95
962,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[2, 10, 6]","['Kitchen', 'Food']",0.95
966,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
967,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],1.0
968,"[140, 6136, 5369, 7693, 4439]","['Kitchen', 'Audio', 'Food', 'Home']","[14, 10, 14, 4, 14, 4, 15, 5, 14, 6]","['Kitchen', 'Audio', 'Food', 'Home']",0.95
980,"[6136, 4372, 4439, 7693, 7215]","['Fitness', 'Kitchen', 'Audio', 'Food']","[6, 5, 3, 5, 11, 2, 3, 9]","['Fitness', 'Kitchen', 'Audio', 'Food']",0.95
982,"[6136, 813, 7215, 4727, 2277]","['Food', 'Toys']","[1, 3, 9, 7]","['Food', 'Toys']",0.95
983,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],1.0
988,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
993,"[193, 81, 813, 4727, 4720]","['Toys', 'Smart Home']",[1],['Toys'],0.9500000000000001
996,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
998,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[7, 9, 4]","['Kitchen', 'Food']",0.95
1006,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1010,"[124, 81, 6136, 3160, 813]","['Electronics', 'Toys', 'Food']","[7, 1, 1, 6, 1, 13, 12, 15, 12, 10]","['Electronics', 'Food', 'Toys']",0.95
1012,"[130, 6136, 5369, 3337, 7215]","['Food', 'Home', 'Smart Home']","[14, 7, 8, 6, 14, 15, 7, 9, 10]","['Food', 'Home', 'Smart Home']",0.95
1018,"[3337, 4439, 193, 8479, 9822]","['Audio', 'Smart Home']","[8, 5, 5]","['Audio', 'Smart Home']",0.95
1022,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
1025,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
1026,"[6136, 193, 3337, 5369, 7215]","['Food', 'Home', 'Smart Home']","[7, 14, 7, 14, 15, 8]","['Food', 'Home', 'Smart Home']",0.95
1027,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[3, 2, 10]","['Kitchen', 'Food']",0.95
1037,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
1041,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
1045,"[193, 140, 72, 813, 7693]","['Kitchen', 'Toys', 'Smart Home']","[2, 5, 2, 1, 8, 5]","['Kitchen', 'Audio', 'Toys', 'Smart Home']",0.95
1046,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
1054,"[129, 140, 6136, 7693, 3160]","['Kitchen', 'Electronics', 'Food']","[2, 13, 15, 2, 15, 9, 6, 6, 5, 10]","['Kitchen', 'Audio', 'Electronics', 'Food']",0.95
1057,"[6136, 5369, 813, 7693, 4439]","['Toys', 'Home', 'Kitchen', 'Food', 'Audio']","[6, 5, 14, 1, 14, 15, 4, 4, 14, 5]","['Toys', 'Home', 'Kitchen', 'Food', 'Audio']",0.95
1063,"[124, 6136, 5369, 4372, 813]","['Toys', 'Home', 'Fitness', 'Food', 'Electronics']","[1, 11, 4, 2, 14, 13, 14, 14, 9, 4]","['Home', 'Toys', 'Fitness', 'Kitchen', 'Food', 'Electronics']",0.95
1065,"[130, 6136, 7215, 159, 2277]","['Electronics', 'Food']",[3],['Food'],0.9500000000000001
1068,"[7693, 6136, 4439, 9921, 7215]","['Kitchen', 'Audio', 'Food']","[2, 4, 15, 6, 4, 5]","['Kitchen', 'Audio', 'Food']",0.95
1080,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
1081,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
1085,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
1089,"[124, 140, 72, 184, 6136]","['Kitchen', 'Electronics', 'Food']","[13, 2, 4, 4, 1, 2, 7, 3]","['Kitchen', 'Electronics', 'Toys', 'Food']",0.95
1091,"[124, 6136, 813, 3160, 7693]","['Kitchen', 'Electronics', 'Toys', 'Food']","[10, 1, 4, 9, 13, 15, 5]","['Electronics', 'Toys', 'Kitchen', 'Food', 'Audio']",0.95
1098,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
1100,"[6136, 5369, 813, 3337, 7215]","['Toys', 'Food', 'Home', 'Smart Home']","[9, 8, 14, 1, 10]","['Toys', 'Food', 'Home', 'Smart Home']",0.95
1103,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],1.0
1108,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
1110,"[124, 193, 6136, 3160, 3337]","['Electronics', 'Smart Home', 'Food']","[9, 3, 13, 6, 8]","['Electronics', 'Food', 'Smart Home']",0.95
1111,"[5369, 6136, 4372, 3160, 813]","['Toys', 'Home', 'Fitness', 'Food', 'Electronics']","[5, 1, 6, 14, 11, 8, 13, 13, 5, 13]","['Electronics', 'Home', 'Toys', 'Smart Home', 'Fitness', 'Food', 'Audio']",0.95
1119,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
1124,"[813, 4720, 4727, 9447, 3910]",['Toys'],"[1, 1, 1]",['Toys'],1.0
1132,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[6, 9]",['Food'],0.95
1136,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
1138,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
1141,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
1143,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
1144,"[193, 6136, 4372, 813, 3337]","['Fitness', 'Food', 'Toys', 'Smart Home']","[8, 15, 3, 12, 10, 5, 1, 11, 1, 9]","['Toys', 'Smart Home', 'Fitness', 'Food', 'Audio']",0.95
1145,"[3337, 130, 5369, 6136, 193]","['Food', 'Home', 'Smart Home']","[12, 8, 10, 14]","['Food', 'Home', 'Smart Home']",0.95
1154,"[6136, 813, 3337, 7215, 4727]","['Food', 'Toys', 'Smart Home']","[8, 1, 9, 7]","['Food', 'Toys', 'Smart Home']",0.95
1162,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
1164,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],0.95
1168,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
1169,"[6136, 3337, 4439, 7215, 193]","['Audio', 'Food', 'Smart Home']","[5, 9, 8, 6]","['Audio', 'Smart Home', 'Food']",0.95
1173,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
1176,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1178,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
1182,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],"[4, 2]",['Kitchen'],0.95
1185,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
1186,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1188,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
1189,"[193, 140, 184, 130, 6136]","['Kitchen', 'Food', 'Smart Home']","[6, 8, 9, 3, 8, 12, 2, 4, 4, 12]","['Kitchen', 'Food', 'Smart Home']",0.95
1190,"[6136, 7215, 140, 8138, 2277]","['Kitchen', 'Food']",[3],['Food'],0.9500000000000001
1197,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
1199,"[7693, 184, 9921, 3455, 9504]",['Kitchen'],"[2, 2, 2]",['Kitchen'],1.0
1203,"[813, 4727, 4720, 9447, 3910]",['Toys'],[1],['Toys'],0.95
1204,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
1208,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
1215,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
1216,"[124, 193, 3160, 6136, 3337]","['Electronics', 'Smart Home', 'Food']","[12, 3, 8, 6, 10, 6, 13, 15]","['Electronics', 'Food', 'Smart Home']",0.95
1222,"[6136, 813, 7693, 7215, 9921]","['Kitchen', 'Food', 'Toys']","[9, 4, 1, 6]","['Kitchen', 'Food', 'Toys']",0.95
1223,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
1226,"[159, 81, 813, 6136, 7693]","['Kitchen', 'Electronics', 'Toys', 'Food']","[1, 2, 3]","['Kitchen', 'Food', 'Toys']",1.0
1233,"[6136, 7693, 4439, 7215, 9921]","['Kitchen', 'Audio', 'Food']","[5, 2, 6]","['Kitchen', 'Audio', 'Food']",0.95
1237,"[193, 72, 140, 6136, 7693]","['Kitchen', 'Food', 'Smart Home']","[3, 2, 2]","['Kitchen', 'Food']",1.0
1240,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
1244,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1252,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[8, 2, 7]","['Kitchen', 'Food', 'Smart Home']",0.95
1253,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
1256,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
1258,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
1260,"[124, 159, 184, 7693, 813]","['Kitchen', 'Electronics', 'Toys']","[1, 2, 1]","['Kitchen', 'Toys']",0.95
1264,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
1267,"[6136, 7693, 3337, 7215, 9921]","['Kitchen', 'Food', 'Smart Home']","[8, 4, 9]","['Kitchen', 'Food', 'Smart Home']",0.95
1268,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
1270,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[4],['Kitchen'],1.0
1271,"[140, 6136, 4372, 3337, 7693]","['Fitness', 'Kitchen', 'Food', 'Smart Home']","[6, 4, 15, 2, 8, 9, 11, 15, 15]","['Fitness', 'Kitchen', 'Food', 'Smart Home']",0.95
1274,"[159, 6136, 5369, 3160, 7693]","['Kitchen', 'Electronics', 'Home', 'Food']","[12, 4, 9, 7, 5, 5, 2, 14, 12, 13]","['Electronics', 'Home', 'Kitchen', 'Food', 'Audio']",0.95
1276,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
1277,"[140, 81, 72, 6136, 813]","['Kitchen', 'Food', 'Toys']","[15, 11, 2, 2, 1, 6, 15]","['Fitness', 'Kitchen', 'Food', 'Toys']",0.95
1280,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1282,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],0.95
1284,"[124, 813, 4720, 4727, 9447]","['Electronics', 'Toys']","[1, 1]",['Toys'],0.9500000000000001
1286,"[6136, 5369, 4372, 813, 3337]","['Toys', 'Home', 'Smart Home', 'Fitness', 'Food']","[8, 3, 6, 11, 1, 14, 8, 9, 6, 15]","['Toys', 'Home', 'Smart Home', 'Fitness', 'Food']",0.95
1297,"[184, 159, 6136, 7693, 3455]","['Kitchen', 'Electronics', 'Food']","[2, 3]","['Kitchen', 'Food']",1.0
1303,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1306,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
1308,"[129, 4372, 6136, 3160, 4439]","['Fitness', 'Audio', 'Electronics', 'Food']","[5, 15, 15, 9, 16, 3, 13, 3, 11, 7]","['Fitness', 'Electronics', 'Audio', 'Food']",0.95
1316,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
1319,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
1320,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
1321,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
1331,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],0.95
1332,"[6136, 7215, 2277, 8138, 9599]",['Food'],[7],['Food'],1.0
1333,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
1337,"[72, 140, 6136, 7693, 7215]","['Kitchen', 'Food']","[4, 10, 2, 15, 6]","['Kitchen', 'Food']",0.95
1338,"[124, 6136, 5369, 3160, 7215]","['Electronics', 'Home', 'Food']","[15, 14, 3, 6, 7, 13, 15, 15, 13]","['Electronics', 'Food', 'Home']",0.95
1339,"[124, 159, 129, 6136, 813]","['Electronics', 'Toys', 'Food']","[9, 10, 10, 10, 1, 13]","['Electronics', 'Food', 'Toys']",0.95
1341,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1344,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],0.95
1347,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
1348,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],0.95
1351,"[130, 6136, 72, 5369, 4372]","['Fitness', 'Kitchen', 'Food', 'Home']","[14, 11, 4, 9, 4, 11, 7]","['Fitness', 'Kitchen', 'Food', 'Home']",0.95
1358,"[6136, 3337, 7215, 193, 2277]","['Food', 'Smart Home']","[8, 6, 6]","['Food', 'Smart Home']",0.95
1361,"[7693, 813, 9921, 4727, 3455]","['Kitchen', 'Toys']","[1, 2, 1, 1]","['Kitchen', 'Toys']",1.0
1367,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],1.0
1370,"[6136, 813, 3337, 7215, 4727]","['Food', 'Toys', 'Smart Home']","[1, 7, 9, 8]","['Food', 'Toys', 'Smart Home']",0.95
1373,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],0.95
1375,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
1376,"[140, 193, 6136, 813, 7693]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[5, 2, 8, 1, 6, 6]","['Toys', 'Smart Home', 'Kitchen', 'Food', 'Audio']",0.95
1377,"[140, 6136, 5369, 4439, 7693]","['Kitchen', 'Audio', 'Food', 'Home']","[14, 14, 4, 4, 4, 9, 5]","['Kitchen', 'Audio', 'Food', 'Home']",0.95
1387,"[184, 72, 130, 6136, 5369]","['Kitchen', 'Food', 'Home']","[4, 6, 12, 3, 14, 14, 12]","['Kitchen', 'Food', 'Home']",0.95
1388,"[6136, 7215, 2277, 8138, 9599]",['Food'],[6],['Food'],1.0
1390,"[193, 130, 6136, 813, 7215]","['Food', 'Toys', 'Smart Home']","[1, 3]","['Food', 'Toys']",1.0
1391,"[193, 130, 184, 6136, 813]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[1, 10, 3, 4, 7, 8, 1, 1, 4, 7]","['Kitchen', 'Food', 'Toys', 'Smart Home']",0.95
1393,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[10, 6, 4, 4]","['Kitchen', 'Food']",0.95
1395,"[6136, 7693, 7215, 9921, 2277]","['Kitchen', 'Food']","[10, 4, 2, 4]","['Kitchen', 'Food']",0.95
1396,"[6136, 7215, 2277, 8138, 9599]",['Food'],[9],['Food'],0.95
1399,"[3337, 193, 9822, 2127, 6136]","['Food', 'Smart Home']",[8],['Smart Home'],0.9500000000000001
1403,"[6136, 7215, 2277, 8138, 9599]",['Food'],[10],['Food'],1.0
1404,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
1410,"[6136, 813, 7693, 3337, 7215]","['Kitchen', 'Food', 'Toys', 'Smart Home']","[6, 2, 1, 8]","['Kitchen', 'Food', 'Toys', 'Smart Home']",0.95
1413,"[124, 6136, 5369, 813, 7693]","['Toys', 'Home', 'Kitchen', 'Food', 'Electronics']","[9, 14, 5, 1, 2, 13]","['Electronics', 'Toys', 'Home', 'Kitchen', 'Food', 'Audio']",0.95
1422,"[6136, 184, 5369, 4372, 7693]","['Fitness', 'Kitchen', 'Food', 'Home']","[14, 3, 2, 11, 11, 10, 14, 8, 2]","['Home', 'Smart Home', 'Fitness', 'Kitchen', 'Food']",0.95
1425,"[3337, 193, 9822, 2127, 5314]",['Smart Home'],[8],['Smart Home'],0.95
1427,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[7, 7]",['Food'],0.95
1428,"[4439, 8479, 9511, 6240, 9019]",['Audio'],[5],['Audio'],0.95
1430,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
