user_id,recommendations,recommended_categories,purchased_products,purchased_categories,precision@k
1856,"[6136, 101, 813, 7693, 7215]","['Books', 'Food', 'Toys', 'Kitchen']","[2, 2, 3, 3, 3, 1]","['Food', 'Toys', 'Kitchen']",0.9
1865,"[813, 4727, 4720, 9447, 3160]","['Toys', 'Electronics']",[1],['Toys'],0.9
1876,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 1, 2, 1, 1]","['Food', 'Toys', 'Kitchen']",1.0
1878,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
1904,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
1910,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3, 3]","['Food', 'Toys']",1.0
1921,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 2, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
1923,"[6136, 1794, 813, 4372, 7215]","['Fitness', 'Food', 'Toys', 'Garden']","[145, 152, 6, 148, 94, 137, 169, 69, 22, 12]","['Photography', 'Pets', 'Automotive', 'Garden', 'Food', 'Toys', 'Fitness']",0.8
1928,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
1934,"[813, 4727, 4720, 9447, 7693]","['Toys', 'Kitchen']",[1],['Toys'],0.9
1948,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[115, 10, 164, 51, 12, 15]",['Food'],0.8
1978,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 1]","['Toys', 'Kitchen']",1.0
1987,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']","[1, 1]",['Toys'],0.9
1988,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2, 1]","['Toys', 'Kitchen']",1.0
2004,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2018,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3, 3]",['Food'],1.0
2027,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2034,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
2045,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],"[2, 2, 2]",['Kitchen'],1.0
2073,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
2075,"[7693, 140, 9921, 3455, 9504]",['Kitchen'],"[2, 2]",['Kitchen'],1.0
2089,"[101, 813, 7693, 9921, 3455]","['Books', 'Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",0.9
2099,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
2107,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[3, 2, 3]","['Food', 'Kitchen']",1.0
2109,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 1, 2, 2]","['Food', 'Toys', 'Kitchen']",1.0
2110,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 1]","['Food', 'Toys']",1.0
2111,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
2115,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
2116,"[193, 813, 4727, 6136, 4720]","['Food', 'Toys', 'Smart Home']",[1],['Toys'],0.7
2117,"[6136, 7215, 2277, 7693, 8138]","['Food', 'Kitchen']","[3, 2]","['Food', 'Kitchen']",1.0
2143,"[6136, 9663, 813, 7693, 7215]","['Food', 'Toys', 'Kitchen', 'Outdoor']","[89, 5, 94, 65, 122, 75]","['Kitchen', 'Electronics', 'Food', 'Toys', 'Audio', 'Outdoor']",0.8
2183,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2245,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
2275,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2285,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
2300,"[7693, 9921, 3455, 9504, 3160]","['Kitchen', 'Electronics']","[2, 2]",['Kitchen'],0.9
2321,"[6136, 813, 7215, 7693, 2277]","['Food', 'Toys', 'Kitchen']","[1, 2, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
2325,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
2332,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[2, 3]","['Food', 'Kitchen']",1.0
2362,"[6136, 7215, 2277, 7693, 8138]","['Food', 'Kitchen']","[3, 2, 2]","['Food', 'Kitchen']",1.0
2385,"[6136, 7693, 5369, 7215, 9921]","['Food', 'Home', 'Kitchen']","[119, 2, 161, 73, 41, 178, 179]","['Food', 'Home', 'Kitchen']",0.8
2393,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2420,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
2457,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[3, 3, 3, 3, 2]","['Food', 'Kitchen']",1.0
2473,"[6136, 101, 813, 7215, 2277]","['Books', 'Food', 'Toys']","[1, 166, 73, 68, 88]","['Books', 'Food', 'Toys']",0.8
2494,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2500,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
2502,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
2513,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
2519,"[6136, 7693, 7215, 2277, 9921]","['Food', 'Kitchen']","[2, 2, 3]","['Food', 'Kitchen']",1.0
2534,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],"[2, 2]",['Kitchen'],1.0
2535,"[813, 4727, 4720, 9447, 7693]","['Toys', 'Kitchen']","[1, 1]",['Toys'],0.9
2544,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']","[2, 2]",['Kitchen'],0.9
2566,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[67, 80, 73, 47, 88]",['Food'],0.8
2593,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
2597,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 3, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
2607,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
2608,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3, 1, 2, 1, 2]","['Food', 'Toys', 'Kitchen']",1.0
2610,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[1, 1, 2]","['Toys', 'Kitchen']",1.0
2626,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 3, 2, 1]","['Food', 'Toys', 'Kitchen']",1.0
2638,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 1]","['Food', 'Toys']",1.0
2639,"[6136, 5369, 3160, 7215, 3602]","['Food', 'Automotive', 'Home', 'Electronics']","[42, 126, 50, 14, 195, 151, 30, 68, 141, 151]","['Electronics', 'Automotive', 'Home', 'Safety', 'Food']",0.8
2645,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
2656,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 3, 1, 2, 3]","['Food', 'Toys', 'Kitchen']",1.0
2671,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 1, 2, 1]","['Food', 'Toys', 'Kitchen']",1.0
2687,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
2699,"[813, 4727, 4720, 9447, 3160]","['Toys', 'Electronics']",[1],['Toys'],0.9
2704,"[101, 7693, 9921, 3455, 140]","['Books', 'Kitchen']","[2, 2]",['Kitchen'],0.9
2710,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[2, 3, 3]","['Food', 'Kitchen']",1.0
2714,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
2741,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 3, 1, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
2757,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2779,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
2781,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2783,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 1]","['Food', 'Toys']",1.0
2792,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[2, 2, 1]","['Toys', 'Kitchen']",1.0
2803,"[7693, 140, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
2808,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
2821,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
2845,"[813, 4727, 4720, 9447, 5369]","['Home', 'Toys']",[1],['Toys'],0.9
2892,"[6136, 7693, 7215, 2277, 9921]","['Food', 'Kitchen']","[3, 2, 3]","['Food', 'Kitchen']",1.0
2896,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
2898,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[2, 3, 2]","['Food', 'Kitchen']",1.0
2902,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3, 2, 1]","['Food', 'Toys', 'Kitchen']",1.0
2906,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2909,"[6136, 813, 7215, 7693, 2277]","['Food', 'Toys', 'Kitchen']","[1, 2, 3]","['Food', 'Toys', 'Kitchen']",1.0
2913,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
2937,"[6136, 7693, 7432, 7215, 9921]","['Food', 'Kitchen', 'Pets']","[189, 164, 169, 71, 197, 83]","['Food', 'Kitchen', 'Pets']",0.8
2950,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
2959,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 3, 3, 2, 1]","['Food', 'Toys', 'Kitchen']",1.0
2964,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
2970,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[3, 2]","['Food', 'Kitchen']",1.0
2994,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
2996,"[6136, 126, 7693, 7215, 3602]","['Food', 'Automotive', 'Kitchen']","[116, 101, 120, 140, 3, 152, 8, 122, 140, 154]","['Kitchen', 'Pets', 'Books', 'Automotive', 'Smart Home', 'Food']",0.8
3008,"[7693, 140, 9921, 193, 3455]","['Kitchen', 'Smart Home']",[2],['Kitchen'],0.9
3029,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
3031,"[6136, 7693, 5369, 7215, 9921]","['Food', 'Home', 'Kitchen']","[165, 74, 148, 86, 132, 56]","['Food', 'Home', 'Kitchen']",0.8
3042,"[6136, 5369, 3160, 7215, 5083]","['Food', 'Home', 'Electronics', 'Tools']","[19, 170, 181, 57, 110, 147, 175, 50, 73, 159]","['Food', 'Home', 'Electronics', 'Tools']",0.8
3069,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
3074,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
3082,"[6136, 5369, 813, 7693, 7215]","['Food', 'Home', 'Kitchen', 'Toys']","[93, 192, 176, 12, 189, 86, 91, 28, 131, 1]","['Kitchen', 'Books', 'Home', 'Food', 'Toys']",0.8
3090,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
3116,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 3, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
3118,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3121,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
3143,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
3145,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
3147,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']","[1, 1]",['Toys'],0.9
3178,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
3180,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
3197,"[813, 4727, 4720, 9447, 429]","['Toys', 'Photography']",[1],['Toys'],0.9
3210,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
3213,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 3, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
3219,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2]","['Toys', 'Kitchen']",1.0
3243,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2]","['Toys', 'Kitchen']",1.0
3246,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
3269,"[6136, 7693, 7215, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
3274,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[1, 1, 2]","['Toys', 'Kitchen']",1.0
3281,"[6136, 4375, 5369, 7693, 7215]","['Food', 'Home', 'Kitchen', 'Clothing']","[103, 167, 5, 86, 16, 31, 112, 5]","['Kitchen', 'Home', 'Food', 'Audio', 'Clothing']",0.8
3289,"[6136, 7693, 3160, 7215, 9921]","['Food', 'Kitchen', 'Electronics']","[196, 74, 33, 16, 28, 74, 197, 194]","['Books', 'Food', 'Kitchen', 'Electronics']",0.8
3290,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3293,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 3, 1]","['Food', 'Toys']",1.0
3295,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3302,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
3321,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
3363,"[6136, 101, 7693, 7215, 2277]","['Books', 'Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",0.9
3381,"[7693, 140, 9921, 3455, 9504]",['Kitchen'],"[2, 2, 2]",['Kitchen'],1.0
3382,"[7693, 9921, 140, 3455, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
3393,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",1.0
3420,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
3439,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3451,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3474,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
3476,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
3489,"[6136, 4375, 5369, 3160, 7215]","['Food', 'Home', 'Electronics', 'Clothing']","[126, 75, 134, 182, 182, 32, 150, 3]","['Pets', 'Electronics', 'Automotive', 'Home', 'Food', 'Clothing']",0.8
3493,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],"[2, 2, 2, 2]",['Kitchen'],1.0
3510,"[6136, 813, 7215, 7693, 2277]","['Food', 'Toys', 'Kitchen']","[1, 2, 2, 3]","['Food', 'Toys', 'Kitchen']",1.0
3543,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3567,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 2, 1]","['Toys', 'Kitchen']",1.0
3568,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2]","['Toys', 'Kitchen']",1.0
3584,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
3601,"[3455, 7693, 9921, 9504, 6136]","['Food', 'Kitchen']","[2, 2, 2]",['Kitchen'],0.9
3602,"[6136, 9663, 3602, 7215, 2255]","['Food', 'Automotive', 'Outdoor', 'Safety']","[104, 191, 180, 49, 148, 135, 195, 12, 109, 89]","['Food', 'Automotive', 'Outdoor', 'Safety']",0.8
3607,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[27, 67, 66, 180, 70, 116]",['Food'],0.8
3609,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3619,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
3625,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[3, 2, 2]","['Food', 'Kitchen']",1.0
3631,"[6136, 7693, 7215, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
3640,"[6136, 101, 813, 7215, 2277]","['Books', 'Food', 'Toys']","[1, 3, 1]","['Food', 'Toys']",0.9
3651,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[3, 3, 3, 2]","['Food', 'Kitchen']",1.0
3665,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 2, 1, 1]","['Toys', 'Kitchen']",1.0
3668,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 1, 3]","['Food', 'Toys']",1.0
3670,"[140, 101, 7693, 9921, 3455]","['Books', 'Kitchen']",[2],['Kitchen'],0.9
3686,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 2, 1, 3, 1]","['Food', 'Toys', 'Kitchen']",1.0
3694,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
3698,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3700,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
3705,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3707,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3726,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
3733,"[6136, 7215, 2277, 101, 8138]","['Books', 'Food']","[2, 3]","['Food', 'Kitchen']",0.9
3754,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']","[2, 2]",['Kitchen'],0.9
3755,"[7693, 9921, 3455, 9504, 7500]",['Kitchen'],[2],['Kitchen'],1.0
3761,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 1, 1, 1, 3]","['Food', 'Toys']",1.0
3768,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3]","['Food', 'Toys', 'Kitchen']",1.0
3769,"[6136, 7693, 4375, 7215, 3160]","['Food', 'Kitchen', 'Electronics', 'Clothing']","[13, 32, 194, 74, 43, 34, 183, 16]","['Kitchen', 'Electronics', 'Food', 'Clothing', 'Beauty']",0.8
3777,"[140, 7693, 9921, 6136, 3455]","['Food', 'Kitchen']","[2, 2]",['Kitchen'],0.9
3787,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3794,"[7693, 3455, 9921, 9504, 6136]","['Food', 'Kitchen']","[2, 2]",['Kitchen'],0.9
3824,"[6136, 7693, 7432, 7215, 9921]","['Food', 'Kitchen', 'Pets']","[89, 46, 91, 172, 154, 91, 73, 7, 141, 74]","['Kitchen', 'Food', 'Furniture', 'Pets']",0.8
3848,"[6136, 126, 1794, 813, 7215]","['Food', 'Automotive', 'Toys', 'Garden']","[120, 34, 90, 81, 66, 166]","['Books', 'Automotive', 'Garden', 'Food', 'Toys']",0.8
3854,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
3857,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3865,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
3901,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 2]","['Toys', 'Kitchen']",1.0
3911,"[6136, 9663, 5369, 7215, 7432]","['Food', 'Home', 'Pets', 'Outdoor']","[107, 162, 65, 146, 86, 131, 97, 138, 83, 54]","['Pets', 'Home', 'Food', 'Footwear', 'Audio', 'Outdoor']",0.8
3920,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 1, 2]","['Food', 'Toys', 'Kitchen']",1.0
3922,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",1.0
3934,"[6136, 5369, 429, 7215, 2277]","['Food', 'Home', 'Photography']","[199, 14, 22, 178, 45, 150]","['Food', 'Home', 'Photography']",0.8
3935,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
3940,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[3, 2, 3, 3]","['Food', 'Kitchen']",1.0
3944,"[7693, 140, 9921, 3455, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
3948,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 1, 2]","['Toys', 'Kitchen']",1.0
3955,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",1.0
3960,"[7693, 9921, 3455, 9504, 5369]","['Home', 'Kitchen']","[2, 2, 2]",['Kitchen'],0.9
3967,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
3971,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4010,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
4011,"[9663, 4372, 5369, 6260, 8054]","['Fitness', 'Home', 'Outdoor']","[137, 150, 38, 38, 65]","['Fitness', 'Home', 'Outdoor']",0.8
4012,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4027,"[6136, 7215, 7693, 2277, 8138]","['Food', 'Kitchen']","[3, 2]","['Food', 'Kitchen']",1.0
4048,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']","[2, 2, 2]",['Kitchen'],0.9
4052,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2, 2, 1]","['Toys', 'Kitchen']",1.0
4055,"[813, 4727, 4720, 9447, 1794]","['Toys', 'Garden']",[1],['Toys'],0.9
4071,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",1.0
4078,"[6136, 4372, 813, 7215, 7693]","['Fitness', 'Food', 'Toys', 'Kitchen']","[137, 117, 35, 187, 37, 95]","['Fitness', 'Food', 'Toys', 'Kitchen']",0.8
4096,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[2, 1, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
4102,"[6136, 1794, 7693, 3160, 7215]","['Food', 'Kitchen', 'Garden', 'Electronics']","[194, 159, 84, 72, 173, 79, 164, 188, 69, 153]","['Office', 'Kitchen', 'Electronics', 'Garden', 'Food']",0.8
4103,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 1, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
4126,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 2]","['Toys', 'Kitchen']",1.0
4136,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4140,"[6136, 7215, 813, 2277, 8138]","['Food', 'Toys']","[3, 3, 1]","['Food', 'Toys']",1.0
4184,"[813, 4727, 4720, 9447, 7693]","['Toys', 'Kitchen']",[1],['Toys'],0.9
4188,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
4208,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2, 2, 2, 1]","['Toys', 'Kitchen']",1.0
4214,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4216,"[6136, 813, 7693, 7215, 2277]","['Food', 'Toys', 'Kitchen']","[2, 1, 3, 1, 2]","['Food', 'Toys', 'Kitchen']",1.0
4217,"[6136, 7215, 813, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
4220,"[813, 4727, 4720, 9447, 7339]","['Office', 'Toys']","[1, 1]",['Toys'],0.9
4226,"[6136, 9663, 3602, 7215, 2277]","['Food', 'Automotive', 'Outdoor']","[70, 44, 120, 34, 108, 26]","['Food', 'Automotive', 'Outdoor']",0.8
4232,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[3, 3, 2]","['Food', 'Kitchen']",1.0
4254,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4258,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1, 1, 3]","['Food', 'Toys']",1.0
4259,"[6136, 7693, 3160, 7215, 7432]","['Food', 'Kitchen', 'Electronics', 'Pets']","[180, 20, 75, 192, 169, 122, 133]","['Food', 'Kitchen', 'Electronics', 'Pets']",0.8
4262,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
4286,"[813, 4727, 4720, 7693, 9447]","['Toys', 'Kitchen']",[1],['Toys'],0.9
4315,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2, 1, 1]","['Toys', 'Kitchen']",1.0
4329,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
4333,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 3, 1]","['Food', 'Toys']",1.0
4358,"[7693, 140, 9921, 3455, 9504]",['Kitchen'],"[2, 2, 2]",['Kitchen'],1.0
4366,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
