product_id,product_name,category,current_quantity,last_restock_quantity,days_since_restock,priority_score,recommendation,suggested_quantity
2770,Product 2770,Books,32,81,16,0.5868292682926829,MEDIUM - Restock within 2 weeks,64
1643,Product 1643,Automotive,55,57,55,0.5862068965517241,MEDIUM - Restock within 2 weeks,45
2940,Product 2940,Books,60,84,38,0.5858823529411764,MEDIUM - Restock within 2 weeks,67
4019,Product 4019,Sports,49,86,28,0.5857471264367815,MEDIUM - Restock within 2 weeks,68
1035,Product 1035,Electronics,45,93,22,0.5848936170212765,MEDIUM - Restock within 2 weeks,74
2610,Product 2610,Home & Kitchen,53,67,43,0.5844117647058823,MEDIUM - Restock within 2 weeks,53
2480,Product 2480,Home & Kitchen,79,95,46,0.5839583333333334,MEDIUM - Restock within 2 weeks,76
1305,Product 1305,Sports,17,80,3,0.5830864197530864,MEDIUM - Restock within 2 weeks,64
420,Product 420,Toys,18,91,2,0.5830434782608696,MEDIUM - Restock within 2 weeks,72
2308,Product 2308,Electronics,96,94,59,0.5826315789473684,MEDIUM - Restock within 2 weeks,75
4715,Product 4715,Home & Kitchen,74,79,53,0.5824999999999999,MEDIUM - Restock within 2 weeks,63
641,Product 641,Home & Kitchen,46,89,24,0.5822222222222222,MEDIUM - Restock within 2 weeks,71
3525,Product 3525,Sports,43,100,18,0.581980198019802,MEDIUM - Restock within 2 weeks,80
2440,Product 2440,Home & Kitchen,29,50,28,0.5819607843137254,MEDIUM - Restock within 2 weeks,40
4309,Product 4309,Clothing,52,82,32,0.5814457831325301,MEDIUM - Restock within 2 weeks,65
2171,Product 2171,Sports,52,56,52,0.5814035087719299,MEDIUM - Restock within 2 weeks,44
4302,Product 4302,Automotive,20,73,7,0.5808108108108108,MEDIUM - Restock within 2 weeks,58
1859,Product 1859,Automotive,47,88,25,0.5803370786516854,MEDIUM - Restock within 2 weeks,70
4184,Product 4184,Sports,91,90,58,0.58,MEDIUM - Restock within 2 weeks,72
4779,Product 4779,Automotive,80,99,44,0.5799999999999998,MEDIUM - Restock within 2 weeks,79
2456,Product 2456,Sports,92,98,53,0.5794949494949494,MEDIUM - Restock within 2 weeks,78
80,Product 80,Home & Kitchen,43,90,21,0.5792307692307692,MEDIUM - Restock within 2 weeks,72
2328,Product 2328,Books,29,100,8,0.579009900990099,MEDIUM - Restock within 2 weeks,80
45,Product 45,Toys,67,71,53,0.578611111111111,MEDIUM - Restock within 2 weeks,56
3345,Product 3345,Electronics,15,51,8,0.578076923076923,MEDIUM - Restock within 2 weeks,40
4939,Product 4939,Home & Kitchen,43,87,22,0.5779545454545454,MEDIUM - Restock within 2 weeks,69
1639,Product 1639,Clothing,13,63,2,0.5778125,MEDIUM - Restock within 2 weeks,50
1532,Product 1532,Sports,51,90,27,0.5776923076923077,MEDIUM - Restock within 2 weeks,72
3940,Product 3940,Sports,48,100,21,0.5773267326732673,MEDIUM - Restock within 2 weeks,80
3802,Product 3802,Books,51,52,55,0.5764150943396226,MEDIUM - Restock within 2 weeks,41
634,Product 634,Clothing,16,77,2,0.5764102564102564,MEDIUM - Restock within 2 weeks,61
1930,Product 1930,Automotive,26,63,16,0.5756249999999999,MEDIUM - Restock within 2 weeks,50
1148,Product 1148,Automotive,48,82,28,0.5751807228915662,MEDIUM - Restock within 2 weeks,65
1083,Product 1083,Books,68,79,47,0.575,MEDIUM - Restock within 2 weeks,63
4956,Product 4956,Electronics,13,66,1,0.5741791044776119,MEDIUM - Restock within 2 weeks,52
4994,Product 4994,Toys,38,99,14,0.574,MEDIUM - Restock within 2 weeks,79
2262,Product 2262,Books,58,88,33,0.5738202247191011,MEDIUM - Restock within 2 weeks,70
59,Product 59,Electronics,51,51,56,0.5734615384615385,MEDIUM - Restock within 2 weeks,40
395,Product 395,Automotive,42,89,20,0.5733333333333333,MEDIUM - Restock within 2 weeks,71
4007,Product 4007,Clothing,27,100,6,0.5728712871287129,MEDIUM - Restock within 2 weeks,80
3603,Product 3603,Sports,94,92,58,0.5724731182795698,MEDIUM - Restock within 2 weeks,73
2388,Product 2388,Home & Kitchen,33,74,18,0.5720000000000001,MEDIUM - Restock within 2 weeks,59
2239,Product 2239,Toys,52,49,60,0.572,MEDIUM - Restock within 2 weeks,39
738,Product 738,Home & Kitchen,60,80,39,0.5714814814814815,MEDIUM - Restock within 2 weeks,64
181,Product 181,Books,24,93,5,0.5712765957446809,MEDIUM - Restock within 2 weeks,74
1735,Product 1735,Automotive,25,87,7,0.5711363636363636,MEDIUM - Restock within 2 weeks,69
320,Product 320,Books,39,82,20,0.5710843373493975,MEDIUM - Restock within 2 weeks,65
800,Product 800,Electronics,77,82,52,0.5706024096385542,MEDIUM - Restock within 2 weeks,65
4740,Product 4740,Home & Kitchen,19,69,6,0.5700000000000001,MEDIUM - Restock within 2 weeks,55
4850,Product 4850,Toys,43,99,17,0.569,MEDIUM - Restock within 2 weeks,79
2131,Product 2131,Clothing,17,58,7,0.5683050847457627,MEDIUM - Restock within 2 weeks,46
734,Product 734,Electronics,34,63,24,0.568125,MEDIUM - Restock within 2 weeks,50
3666,Product 3666,Automotive,46,99,19,0.568,MEDIUM - Restock within 2 weeks,79
182,Product 182,Automotive,27,71,13,0.5675,MEDIUM - Restock within 2 weeks,56
3597,Product 3597,Automotive,19,68,6,0.5672463768115941,MEDIUM - Restock within 2 weeks,54
314,Product 314,Books,32,59,24,0.5666666666666667,MEDIUM - Restock within 2 weeks,47
2496,Product 2496,Toys,15,72,1,0.5661643835616439,MEDIUM - Restock within 2 weeks,57
2258,Product 2258,Books,59,86,34,0.565287356321839,MEDIUM - Restock within 2 weeks,68
4407,Product 4407,Toys,78,94,44,0.5652631578947368,MEDIUM - Restock within 2 weeks,75
3171,Product 3171,Clothing,54,55,54,0.5650000000000001,MEDIUM - Restock within 2 weeks,44
277,Product 277,Clothing,84,79,60,0.565,MEDIUM - Restock within 2 weeks,63
2153,Product 2153,Automotive,22,51,16,0.5638461538461538,MEDIUM - Restock within 2 weeks,40
4481,Product 4481,Home & Kitchen,58,67,46,0.5629411764705883,MEDIUM - Restock within 2 weeks,53
2134,Product 2134,Electronics,78,73,60,0.5621621621621622,MEDIUM - Restock within 2 weeks,58
2590,Product 2590,Sports,27,67,14,0.5620588235294118,MEDIUM - Restock within 2 weeks,53
907,Product 907,Clothing,55,68,42,0.5620289855072463,MEDIUM - Restock within 2 weeks,54
3185,Product 3185,Electronics,42,71,27,0.5616666666666666,MEDIUM - Restock within 2 weeks,56
3573,Product 3573,Sports,45,78,26,0.5612658227848101,MEDIUM - Restock within 2 weeks,62
2925,Product 2925,Clothing,45,76,27,0.5609090909090909,MEDIUM - Restock within 2 weeks,60
2038,Product 2038,Sports,27,85,8,0.5602325581395349,MEDIUM - Restock within 2 weeks,68
2289,Product 2289,Books,70,85,43,0.5602325581395349,MEDIUM - Restock within 2 weeks,68
4658,Product 4658,Electronics,54,62,46,0.56,MEDIUM - Restock within 2 weeks,49
4676,Product 4676,Sports,26,100,4,0.5598019801980199,MEDIUM - Restock within 2 weeks,80
4397,Product 4397,Books,32,92,10,0.5591397849462365,MEDIUM - Restock within 2 weeks,73
3176,Product 3176,Sports,79,88,48,0.5586516853932584,MEDIUM - Restock within 2 weeks,70
4819,Product 4819,Books,50,82,28,0.558313253012048,MEDIUM - Restock within 2 weeks,65
1453,Product 1453,Electronics,47,98,19,0.5576767676767677,MEDIUM - Restock within 2 weeks,78
3872,Product 3872,Electronics,23,87,4,0.5570454545454545,MEDIUM - Restock within 2 weeks,69
4599,Product 4599,Electronics,32,56,25,0.5570175438596492,MEDIUM - Restock within 2 weeks,44
4771,Product 4771,Home & Kitchen,23,71,8,0.5563888888888888,MEDIUM - Restock within 2 weeks,56
246,Product 246,Books,51,47,60,0.55625,MEDIUM - Restock within 2 weeks,37
2558,Product 2558,Clothing,26,40,30,0.5560975609756098,MEDIUM - Restock within 2 weeks,32
3022,Product 3022,Sports,26,44,26,0.5555555555555556,MEDIUM - Restock within 2 weeks,35
3931,Product 3931,Books,31,81,12,0.5553658536585366,MEDIUM - Restock within 2 weeks,64
1014,Product 1014,Home & Kitchen,36,94,12,0.5547368421052631,MEDIUM - Restock within 2 weeks,75
3141,Product 3141,Books,60,72,43,0.5546575342465754,MEDIUM - Restock within 2 weeks,57
479,Product 479,Clothing,38,68,24,0.5544927536231884,MEDIUM - Restock within 2 weeks,54
3440,Product 3440,Home & Kitchen,18,80,1,0.5544444444444444,MEDIUM - Restock within 2 weeks,64
2941,Product 2941,Books,56,85,31,0.5541860465116278,MEDIUM - Restock within 2 weeks,68
4148,Product 4148,Clothing,46,87,22,0.5540909090909091,MEDIUM - Restock within 2 weeks,69
2240,Product 2240,Home & Kitchen,59,76,39,0.5536363636363636,MEDIUM - Restock within 2 weeks,60
2646,Product 2646,Sports,29,78,11,0.5530379746835443,MEDIUM - Restock within 2 weeks,62
360,Product 360,Toys,81,85,51,0.5506976744186046,MEDIUM - Restock within 2 weeks,68
1500,Product 1500,Toys,33,88,11,0.5504494382022471,MEDIUM - Restock within 2 weeks,70
1221,Product 1221,Books,66,66,54,0.5504477611940299,MEDIUM - Restock within 2 weeks,52
897,Product 897,Sports,54,96,24,0.5503092783505155,MEDIUM - Restock within 2 weeks,76
4508,Product 4508,Home & Kitchen,20,69,5,0.55,MEDIUM - Restock within 2 weeks,55
3826,Product 3826,Home & Kitchen,41,81,20,0.5499999999999999,MEDIUM - Restock within 2 weeks,64
1186,Product 1186,Automotive,46,86,22,0.5498850574712644,MEDIUM - Restock within 2 weeks,68
3664,Product 3664,Electronics,91,94,52,0.5494736842105263,MEDIUM - Restock within 2 weeks,75
667,Product 667,Sports,21,76,4,0.5490909090909091,MEDIUM - Restock within 2 weeks,60
3432,Product 3432,Clothing,52,54,51,0.5481818181818182,MEDIUM - Restock within 2 weeks,43
351,Product 351,Automotive,68,72,50,0.5479452054794521,MEDIUM - Restock within 2 weeks,57
1274,Product 1274,Automotive,58,85,32,0.5479069767441861,MEDIUM - Restock within 2 weeks,68
846,Product 846,Automotive,53,89,26,0.5477777777777777,MEDIUM - Restock within 2 weeks,71
2837,Product 2837,Sports,29,64,16,0.5476923076923077,MEDIUM - Restock within 2 weeks,51
291,Product 291,Automotive,56,74,37,0.5473333333333332,MEDIUM - Restock within 2 weeks,59
2152,Product 2152,Home & Kitchen,68,73,49,0.5467567567567567,MEDIUM - Restock within 2 weeks,58
1581,Product 1581,Home & Kitchen,41,78,21,0.5467088607594937,MEDIUM - Restock within 2 weeks,62
1395,Product 1395,Clothing,34,58,25,0.5466101694915254,MEDIUM - Restock within 2 weeks,46
2909,Product 2909,Home & Kitchen,23,78,5,0.5462025316455696,MEDIUM - Restock within 2 weeks,62
3008,Product 3008,Automotive,44,70,28,0.5461971830985916,MEDIUM - Restock within 2 weeks,56
4637,Product 4637,Automotive,25,53,17,0.5459259259259259,MEDIUM - Restock within 2 weeks,42
219,Product 219,Clothing,80,100,40,0.5455445544554455,MEDIUM - Restock within 2 weeks,80
2362,Product 2362,Automotive,61,76,40,0.5454545454545454,MEDIUM - Restock within 2 weeks,60
2711,Product 2711,Toys,25,99,2,0.5449999999999999,MEDIUM - Restock within 2 weeks,79
2057,Product 2057,Automotive,35,88,12,0.5447191011235955,MEDIUM - Restock within 2 weeks,70
1498,Product 1498,Home & Kitchen,46,87,21,0.5440909090909091,MEDIUM - Restock within 2 weeks,69
1547,Product 1547,Home & Kitchen,44,68,29,0.5436231884057972,MEDIUM - Restock within 2 weeks,54
850,Product 850,Books,32,80,12,0.5434567901234568,MEDIUM - Restock within 2 weeks,64
1492,Product 1492,Automotive,73,78,49,0.5431645569620253,MEDIUM - Restock within 2 weeks,62
3688,Product 3688,Automotive,99,93,58,0.5427659574468086,MEDIUM - Restock within 2 weeks,74
2499,Product 2499,Toys,24,46,20,0.5425531914893617,MEDIUM - Restock within 2 weeks,36
694,Product 694,Electronics,21,39,21,0.5425,MEDIUM - Restock within 2 weeks,31
573,Product 573,Home & Kitchen,56,56,53,0.5422807017543859,MEDIUM - Restock within 2 weeks,44
3727,Product 3727,Sports,28,85,7,0.5420930232558139,MEDIUM - Restock within 2 weeks,68
730,Product 730,Sports,45,95,17,0.5418749999999999,MEDIUM - Restock within 2 weeks,76
2573,Product 2573,Electronics,33,57,24,0.5417241379310345,MEDIUM - Restock within 2 weeks,45
827,Product 827,Books,49,81,26,0.5417073170731708,MEDIUM - Restock within 2 weeks,64
4214,Product 4214,Toys,95,97,52,0.5414285714285715,MEDIUM - Restock within 2 weeks,77
1673,Product 1673,Sports,77,74,56,0.5413333333333333,MEDIUM - Restock within 2 weeks,59
4903,Product 4903,Clothing,45,92,18,0.5412903225806451,MEDIUM - Restock within 2 weeks,73
1443,Product 1443,Electronics,32,58,22,0.5403389830508474,MEDIUM - Restock within 2 weeks,46
4907,Product 4907,Sports,22,34,28,0.54,MEDIUM - Restock within 2 weeks,27
403,Product 403,Books,43,96,15,0.5396907216494845,MEDIUM - Restock within 2 weeks,76
4811,Product 4811,Toys,82,93,45,0.5393617021276595,MEDIUM - Restock within 2 weeks,74
842,Product 842,Home & Kitchen,22,79,3,0.5375,MEDIUM - Restock within 2 weeks,63
1054,Product 1054,Clothing,24,51,16,0.5369230769230768,MEDIUM - Restock within 2 weeks,40
1603,Product 1603,Books,93,89,56,0.5366666666666665,MEDIUM - Restock within 2 weeks,71
4522,Product 4522,Clothing,21,49,13,0.536,MEDIUM - Restock within 2 weeks,39
4014,Product 4014,Automotive,42,84,18,0.5341176470588235,MEDIUM - Restock within 2 weeks,67
648,Product 648,Sports,25,51,17,0.5334615384615384,MEDIUM - Restock within 2 weeks,40
2597,Product 2597,Home & Kitchen,25,58,13,0.5333898305084745,MEDIUM - Restock within 2 weeks,46
1496,Product 1496,Automotive,60,62,50,0.5333333333333333,MEDIUM - Restock within 2 weeks,49
3985,Product 3985,Toys,53,88,25,0.5331460674157302,MEDIUM - Restock within 2 weeks,70
1464,Product 1464,Automotive,38,66,23,0.5329850746268657,MEDIUM - Restock within 2 weeks,52
2479,Product 2479,Books,69,76,46,0.5327272727272727,MEDIUM - Restock within 2 weeks,60
2398,Product 2398,Automotive,79,73,58,0.5327027027027027,MEDIUM - Restock within 2 weeks,58
3768,Product 3768,Home & Kitchen,45,92,17,0.5312903225806451,MEDIUM - Restock within 2 weeks,73
1734,Product 1734,Books,21,58,8,0.5308474576271186,MEDIUM - Restock within 2 weeks,46
2793,Product 2793,Automotive,74,84,44,0.5305882352941176,MEDIUM - Restock within 2 weeks,67
4073,Product 4073,Toys,25,45,21,0.5295652173913044,MEDIUM - Restock within 2 weeks,36
4318,Product 4318,Home & Kitchen,53,94,22,0.5294736842105263,MEDIUM - Restock within 2 weeks,75
1855,Product 1855,Automotive,30,79,9,0.5275,MEDIUM - Restock within 2 weeks,63
3916,Product 3916,Books,90,85,56,0.5274418604651162,MEDIUM - Restock within 2 weeks,68
3956,Product 3956,Home & Kitchen,66,72,46,0.527123287671233,MEDIUM - Restock within 2 weeks,57
268,Product 268,Sports,68,82,40,0.5265060240963855,MEDIUM - Restock within 2 weeks,65
878,Product 878,Sports,28,56,17,0.5261403508771929,MEDIUM - Restock within 2 weeks,44
285,Product 285,Books,39,72,20,0.5260273972602739,MEDIUM - Restock within 2 weeks,57
2452,Product 2452,Electronics,86,97,44,0.5257142857142857,MEDIUM - Restock within 2 weeks,77
353,Product 353,Electronics,59,86,30,0.5252873563218391,MEDIUM - Restock within 2 weeks,68
1357,Product 1357,Sports,23,36,26,0.5248648648648648,MEDIUM - Restock within 2 weeks,28
2168,Product 2168,Home & Kitchen,30,58,18,0.5240677966101694,MEDIUM - Restock within 2 weeks,46
802,Product 802,Automotive,34,72,15,0.523972602739726,MEDIUM - Restock within 2 weeks,57
870,Product 870,Electronics,32,57,21,0.5237931034482758,MEDIUM - Restock within 2 weeks,45
4887,Product 4887,Automotive,37,100,8,0.5235643564356435,MEDIUM - Restock within 2 weeks,80
2148,Product 2148,Automotive,47,78,24,0.5235443037974683,MEDIUM - Restock within 2 weeks,62
4303,Product 4303,Toys,76,100,35,0.5232673267326733,MEDIUM - Restock within 2 weeks,80
4210,Product 4210,Home & Kitchen,40,93,12,0.5221276595744682,MEDIUM - Restock within 2 weeks,74
2921,Product 2921,Sports,30,100,3,0.522079207920792,MEDIUM - Restock within 2 weeks,80
3105,Product 3105,Sports,44,99,13,0.522,MEDIUM - Restock within 2 weeks,79
312,Product 312,Home & Kitchen,86,98,43,0.5219191919191919,MEDIUM - Restock within 2 weeks,78
3475,Product 3475,Sports,58,96,24,0.5214432989690722,MEDIUM - Restock within 2 weeks,76
1236,Product 1236,Electronics,46,97,15,0.5214285714285714,MEDIUM - Restock within 2 weeks,77
4146,Product 4146,Electronics,65,94,30,0.5210526315789473,MEDIUM - Restock within 2 weeks,75
2118,Product 2118,Books,57,92,25,0.5209677419354839,MEDIUM - Restock within 2 weeks,73
2334,Product 2334,Home & Kitchen,38,85,13,0.5206976744186047,MEDIUM - Restock within 2 weeks,68
3902,Product 3902,Home & Kitchen,54,96,21,0.5203092783505154,MEDIUM - Restock within 2 weeks,76
2119,Product 2119,Automotive,58,98,23,0.5198989898989899,MEDIUM - Restock within 2 weeks,78
2312,Product 2312,Automotive,67,70,48,0.5194366197183099,MEDIUM - Restock within 2 weeks,56
4573,Product 4573,Toys,84,88,48,0.5193258426966292,MEDIUM - Restock within 2 weeks,70
3857,Product 3857,Electronics,48,75,26,0.5178947368421053,MEDIUM - Restock within 2 weeks,60
2767,Product 2767,Clothing,71,65,57,0.516969696969697,MEDIUM - Restock within 2 weeks,52
841,Product 841,Books,50,58,41,0.5167796610169492,MEDIUM - Restock within 2 weeks,46
2608,Product 2608,Toys,27,68,9,0.5160869565217391,MEDIUM - Restock within 2 weeks,54
1355,Product 1355,Toys,23,60,8,0.5160655737704918,MEDIUM - Restock within 2 weeks,48
1577,Product 1577,Electronics,60,84,31,0.5158823529411765,MEDIUM - Restock within 2 weeks,67
2634,Product 2634,Clothing,80,100,37,0.5155445544554456,MEDIUM - Restock within 2 weeks,80
1316,Product 1316,Automotive,22,36,23,0.5137837837837838,MEDIUM - Restock within 2 weeks,28
2090,Product 2090,Sports,51,79,26,0.51375,MEDIUM - Restock within 2 weeks,63
2825,Product 2825,Books,60,62,48,0.5133333333333333,MEDIUM - Restock within 2 weeks,49
3436,Product 3436,Electronics,20,29,28,0.5133333333333333,MEDIUM - Restock within 2 weeks,23
896,Product 896,Toys,25,40,24,0.5131707317073171,MEDIUM - Restock within 2 weeks,32
703,Product 703,Toys,93,85,57,0.5130232558139535,MEDIUM - Restock within 2 weeks,68
3970,Product 3970,Electronics,19,63,2,0.5121874999999999,MEDIUM - Restock within 2 weeks,50
1330,Product 1330,Sports,41,95,11,0.5110416666666666,MEDIUM - Restock within 2 weeks,76
2583,Product 2583,Toys,26,82,3,0.510722891566265,MEDIUM - Restock within 2 weeks,65
4911,Product 4911,Sports,33,65,16,0.51,MEDIUM - Restock within 2 weeks,52
322,Product 322,Home & Kitchen,26,69,7,0.5099999999999999,MEDIUM - Restock within 2 weeks,55
3566,Product 3566,Toys,44,80,19,0.509753086419753,MEDIUM - Restock within 2 weeks,64
1902,Product 1902,Sports,18,56,3,0.5089473684210526,MEDIUM - Restock within 2 weeks,44
1282,Product 1282,Automotive,16,52,2,0.5086792452830189,MEDIUM - Restock within 2 weeks,41
3848,Product 3848,Home & Kitchen,88,95,45,0.5083333333333333,MEDIUM - Restock within 2 weeks,76
4307,Product 4307,Sports,72,92,35,0.5080645161290323,MEDIUM - Restock within 2 weeks,73
2689,Product 2689,Toys,57,50,59,0.5076470588235293,MEDIUM - Restock within 2 weeks,40
3349,Product 3349,Toys,33,61,18,0.5074193548387096,MEDIUM - Restock within 2 weeks,48
1588,Product 1588,Books,32,56,20,0.5070175438596491,MEDIUM - Restock within 2 weeks,44
4399,Product 4399,Sports,50,88,20,0.5067415730337078,MEDIUM - Restock within 2 weeks,70
1118,Product 1118,Clothing,65,77,39,0.5066666666666666,MEDIUM - Restock within 2 weeks,61
1075,Product 1075,Electronics,46,67,28,0.506470588235294,MEDIUM - Restock within 2 weeks,53
2124,Product 2124,Home & Kitchen,50,56,42,0.5059649122807017,MEDIUM - Restock within 2 weeks,44
3921,Product 3921,Electronics,36,98,6,0.5054545454545454,MEDIUM - Restock within 2 weeks,78
2901,Product 2901,Books,44,100,11,0.505049504950495,MEDIUM - Restock within 2 weeks,80
3241,Product 3241,Toys,84,79,54,0.505,MEDIUM - Restock within 2 weeks,63
2164,Product 2164,Home & Kitchen,39,78,15,0.5044303797468355,MEDIUM - Restock within 2 weeks,62
1434,Product 1434,Automotive,40,85,13,0.5044186046511628,MEDIUM - Restock within 2 weeks,68
3585,Product 3585,Clothing,38,60,24,0.5039344262295081,MEDIUM - Restock within 2 weeks,48
974,Product 974,Toys,34,50,27,0.5033333333333334,MEDIUM - Restock within 2 weeks,40
1489,Product 1489,Home & Kitchen,57,97,21,0.5028571428571429,MEDIUM - Restock within 2 weeks,77
1102,Product 1102,Automotive,99,87,59,0.5025,MEDIUM - Restock within 2 weeks,69
1277,Product 1277,Sports,50,64,34,0.5015384615384615,MEDIUM - Restock within 2 weeks,51
4663,Product 4663,Automotive,39,56,28,0.5010526315789473,MEDIUM - Restock within 2 weeks,44
4877,Product 4877,Electronics,98,93,53,0.5002127659574467,MEDIUM - Restock within 2 weeks,74
2485,Product 2485,Automotive,70,97,30,0.5,MEDIUM - Restock within 2 weeks,77
4622,Product 4622,Clothing,35,48,30,0.5,MEDIUM - Restock within 2 weeks,38
2475,Product 2475,Sports,24,34,28,0.49999999999999994,MEDIUM - Restock within 2 weeks,27
3791,Product 3791,Home & Kitchen,25,75,3,0.49973684210526315,MEDIUM - Restock within 2 weeks,60
3410,Product 3410,Automotive,53,64,37,0.49923076923076926,MEDIUM - Restock within 2 weeks,51
1254,Product 1254,Home & Kitchen,29,44,25,0.4988888888888888,MEDIUM - Restock within 2 weeks,35
3630,Product 3630,Clothing,19,54,4,0.4981818181818181,MEDIUM - Restock within 2 weeks,43
1251,Product 1251,Home & Kitchen,33,45,30,0.49782608695652175,MEDIUM - Restock within 2 weeks,36
3376,Product 3376,Sports,51,73,28,0.4975675675675676,MEDIUM - Restock within 2 weeks,58
4174,Product 4174,Toys,29,47,22,0.4970833333333333,MEDIUM - Restock within 2 weeks,37
4535,Product 4535,Electronics,46,70,25,0.4964788732394366,MEDIUM - Restock within 2 weeks,56
1677,Product 1677,Toys,43,84,15,0.49588235294117644,MEDIUM - Restock within 2 weeks,67
4975,Product 4975,Electronics,50,76,25,0.4954545454545455,MEDIUM - Restock within 2 weeks,60
2355,Product 2355,Books,37,70,16,0.49521126760563383,MEDIUM - Restock within 2 weeks,56
1574,Product 1574,Electronics,48,82,20,0.4951807228915662,MEDIUM - Restock within 2 weeks,65
4028,Product 4028,Toys,28,73,6,0.4951351351351351,MEDIUM - Restock within 2 weeks,58
3692,Product 3692,Sports,34,68,14,0.495072463768116,MEDIUM - Restock within 2 weeks,54
3207,Product 3207,Sports,72,95,32,0.495,MEDIUM - Restock within 2 weeks,76
1798,Product 1798,Electronics,63,98,24,0.4945454545454545,MEDIUM - Restock within 2 weeks,78
4511,Product 4511,Toys,79,82,46,0.4937349397590362,MEDIUM - Restock within 2 weeks,65
445,Product 445,Sports,76,80,45,0.49320987654320986,MEDIUM - Restock within 2 weeks,64
2377,Product 2377,Toys,81,84,46,0.49294117647058827,MEDIUM - Restock within 2 weeks,67
3875,Product 3875,Electronics,33,53,22,0.4922222222222221,MEDIUM - Restock within 2 weeks,42
879,Product 879,Home & Kitchen,84,99,38,0.492,MEDIUM - Restock within 2 weeks,79
1682,Product 1682,Sports,47,86,17,0.4918390804597701,MEDIUM - Restock within 2 weeks,68
1969,Product 1969,Home & Kitchen,97,85,58,0.49046511627906975,MEDIUM - Restock within 2 weeks,68
3959,Product 3959,Home & Kitchen,37,53,27,0.49037037037037035,MEDIUM - Restock within 2 weeks,42
2515,Product 2515,Home & Kitchen,36,71,14,0.49,MEDIUM - Restock within 2 weeks,56
4718,Product 4718,Home & Kitchen,80,69,59,0.49,MEDIUM - Restock within 2 weeks,55
372,Product 372,Toys,25,69,4,0.4899999999999999,MEDIUM - Restock within 2 weeks,55
3342,Product 3342,Home & Kitchen,54,63,38,0.48937499999999995,MEDIUM - Restock within 2 weeks,50
2872,Product 2872,Sports,83,91,42,0.4884782608695652,MEDIUM - Restock within 2 weeks,72
2725,Product 2725,Electronics,60,92,24,0.48838709677419356,MEDIUM - Restock within 2 weeks,73
2155,Product 2155,Automotive,87,80,54,0.4881481481481481,MEDIUM - Restock within 2 weeks,64
805,Product 805,Sports,60,88,26,0.48808988764044947,MEDIUM - Restock within 2 weeks,70
609,Product 609,Sports,30,40,30,0.4878048780487805,MEDIUM - Restock within 2 weeks,32
4787,Product 4787,Sports,70,86,35,0.4867816091954023,MEDIUM - Restock within 2 weeks,68
488,Product 488,Toys,67,96,27,0.48649484536082477,MEDIUM - Restock within 2 weeks,76
477,Product 477,Toys,26,43,20,0.48636363636363633,MEDIUM - Restock within 2 weeks,34
1257,Product 1257,Clothing,38,70,16,0.4853521126760564,MEDIUM - Restock within 2 weeks,56
2126,Product 2126,Sports,81,83,46,0.485,MEDIUM - Restock within 2 weeks,66
2792,Product 2792,Sports,57,100,18,0.48495049504950494,MEDIUM - Restock within 2 weeks,80
2551,Product 2551,Sports,47,97,12,0.48428571428571426,MEDIUM - Restock within 2 weeks,77
3140,Product 3140,Home & Kitchen,41,96,8,0.48412371134020615,MEDIUM - Restock within 2 weeks,76
108,Product 108,Toys,28,45,21,0.4839130434782608,MEDIUM - Restock within 2 weeks,36
4797,Product 4797,Sports,44,68,23,0.4836231884057971,MEDIUM - Restock within 2 weeks,54
2093,Product 2093,Electronics,58,86,25,0.48333333333333334,MEDIUM - Restock within 2 weeks,68
3653,Product 3653,Toys,30,84,3,0.4829411764705881,MEDIUM - Restock within 2 weeks,67
2310,Product 2310,Sports,99,87,57,0.48249999999999993,MEDIUM - Restock within 2 weeks,69
2313,Product 2313,Electronics,91,93,46,0.4823404255319149,MEDIUM - Restock within 2 weeks,74
4445,Product 4445,Books,40,90,9,0.4823076923076923,MEDIUM - Restock within 2 weeks,72
4838,Product 4838,Home & Kitchen,60,68,39,0.481304347826087,MEDIUM - Restock within 2 weeks,54
2492,Product 2492,Clothing,85,92,42,0.48021505376344087,MEDIUM - Restock within 2 weeks,73
4094,Product 4094,Toys,37,69,15,0.48,MEDIUM - Restock within 2 weeks,55
578,Product 578,Clothing,99,89,55,0.47999999999999987,MEDIUM - Restock within 2 weeks,71
4835,Product 4835,Clothing,73,73,47,0.4794594594594594,MEDIUM - Restock within 2 weeks,58
2307,Product 2307,Clothing,53,56,43,0.47912280701754384,MEDIUM - Restock within 2 weeks,44
908,Product 908,Clothing,33,63,14,0.47906249999999995,MEDIUM - Restock within 2 weeks,50
2358,Product 2358,Home & Kitchen,74,93,33,0.4789361702127659,MEDIUM - Restock within 2 weeks,74
765,Product 765,Toys,28,80,2,0.47802469135802467,MEDIUM - Restock within 2 weeks,64
2259,Product 2259,Sports,71,100,27,0.47792079207920796,MEDIUM - Restock within 2 weeks,80
153,Product 153,Sports,50,80,21,0.47790123456790123,MEDIUM - Restock within 2 weeks,64
1312,Product 1312,Clothing,35,75,10,0.4776315789473684,MEDIUM - Restock within 2 weeks,60
2877,Product 2877,Toys,87,81,52,0.4773170731707317,MEDIUM - Restock within 2 weeks,64
636,Product 636,Electronics,76,97,32,0.47714285714285715,MEDIUM - Restock within 2 weeks,77
2457,Product 2457,Clothing,74,77,44,0.4758974358974359,MEDIUM - Restock within 2 weeks,61
